Series Name,"Series Code","Country Name","Country Code","1990 [YR1990]","2000 [YR2000]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]","2022 [YR2022]"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Philippines","PHL","227.59","186.041","165.874","163.711","162.725","161.883","160.841","158.765","156.406","153.067","199.595","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Poland","POL","263.085","218.94","172.362","162.874","163.904","160.653","158.785","159.562","156.201","#N/A","#N/A","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Portugal","PRT","174.691","153.572","112.016","108.972","104.094","103.288","102.438","100.984","96.307","102.691","100.862","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Puerto Rico","PRI","207.91","196.144","159.175","155.412","146.395","139.411","140.496","142.305","146.194","177.192","152.587","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Qatar","QAT","107.408","112.746","56.034","53.71","50.6","47.746","46.033","45.742","46.422","55.473","56.385","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Romania","ROU","231.66","234.963","186.459","185.802","185.508","177.712","167.36","163.187","155.262","164.649","174.369","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Russian Federation","RUS","316.044","442.786","321.874","321.526","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Rwanda","RWA","510.083","462.487","291.767","292.108","284.929","285.275","282.546","273.304","272.136","270.464","276.693","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Samoa","WSM","259.655","209.098","174.823","173.448","172.653","172.388","171.913","171.649","178.682","171.301","171.562","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","San Marino","SMR","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Sao Tome and Principe","STP","254.605","290.73","293.535","292.851","284.995","283.424","273.377","274.184","273.188","283.596","282.073","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Saudi Arabia","SAU","170.897","145.028","98.106","98.183","98.495","98.799","100.027","101.809","100.896","108.383","99.919","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Senegal","SEN","300.716","291.876","232.259","225.862","226.353","220.363","219.588","213.609","213.154","218.124","236.093","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Serbia","SRB","209.401","206.112","148.746","145.243","142.205","134.745","132.162","126.918","123.579","137.869","146.106","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Seychelles","SYC","298.71","284.516","193.033","195.351","195.915","196.079","193.818","191.428","188.008","203.992","229.537","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Sierra Leone","SLE","412.35","446.7","294.542","296.724","288.18","273.895","273.177","260.713","255.168","270.279","266.648","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Singapore","SGP","140.276","96.383","66.841","65.729","64.373","63.077","61.249","59.264","56.933","58.622","56.184","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Sint Maarten (Dutch part)","SXM","152.559","126.105","126.755","108.939","106.717","106.717","125.249","124.689","124.038","125.258","135.329","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Slovak Republic","SVK","270.598","216.472","156.215","154.427","156.171","144.495","144.821","147.894","140.371","#N/A","#N/A","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Slovenia","SVN","206.041","168.105","106.14","94.604","101.185","97.882","90.934","87.09","87.422","#N/A","#N/A","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Solomon Islands","SLB","282.071","246.532","205.577","203.57","198.706","195.542","192.357","189.397","185.829","185.69","183.014","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Somalia","SOM","510.176","370.798","356.271","358.042","350.86","356.221","346.042","337.836","325.25","356.462","381.051","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","South Africa","ZAF","346.736","472.925","419.532","403.001","392.511","381.398","369.708","360.378","341.836","353.927","399.441","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","South Sudan","SSD","737.639","458.298","361.312","397.595","373.805","375.85","384.434","360.603","360.368","370.95","379.954","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Spain","ESP","144.769","118.721","79.558","77.498","76.998","74.537","73.061","72.383","69.721","74.422","#N/A","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Sri Lanka","LKA","233.626","256.844","187.401","179.633","174.89","169.258","167.145","161.052","157.593","152.109","139.991","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","St. Kitts and Nevis","KNA","305.71","233.47","230.943","239.972","242.713","237.899","234.778","236.04","234.936","234.91","235.148","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","St. Lucia","LCA","207.067","208.653","175.039","178.539","175.032","180.826","185.175","181.989","181.882","182.888","215.969","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","St. Martin (French part)","MAF","137.42","109.388","86.099","76.385","84.043","82.658","85.668","75.545","78.462","77.166","75.136","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","St. Vincent and the Grenadines","VCT","198.204","221.431","191.859","185.953","184.809","184.511","181.576","181.41","196.821","200.814","245.183","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Sudan","SDN","488.297","329.293","275.049","265.934","257.011","257.01","245.263","243.16","241.127","244.205","252.755","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Suriname","SUR","317.303","316.678","266.785","264.791","248.34","233.877","221.756","220.823","225.85","220.551","245.894","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Sweden","SWE","114.392","87.232","67.302","66.376","66.933","63.956","63.288","62.062","58.136","60.859","59.257","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Switzerland","CHE","126.484","99.439","66.885","63.344","62.284","58.204","60.213","57.573","54.626","56.763","56.88","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Syrian Arab Republic","SYR","178.346","188.429","360.456","370.663","329.561","311.689","314.962","257.877","204.403","183.774","178.157","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Tajikistan","TJK","276.222","270.24","205.162","204.222","200.803","197.429","191.337","182.709","174.475","215.616","162.754","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Tanzania","TZA","401.064","433.947","318.49","302.08","285.557","270.231","257.16","247.018","240.126","247.468","252.891","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Thailand","THA","239.381","239.769","198.905","195.382","192.257","190.615","185.927","182.856","178.684","174.223","170.774","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Timor-Leste","TLS","455.283","306.146","218.741","214.904","210.56","206.658","202.873","199.551","196.525","191.889","204.538","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Togo","TGO","327.611","344.678","299.149","299.185","293.381","293.505","287.325","289.905","282.895","282.978","277.337","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Tonga","TON","303.751","273.926","239.685","238.599","237.489","236.478","235.438","234.26","232.709","231.988","230.48","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Trinidad and Tobago","TTO","233.07","234.42","192.561","191.268","190.831","193.667","195.483","204.26","196.468","191.959","206.713","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Tunisia","TUN","149.817","137.348","129.013","129.155","128.758","129.155","127.499","126.776","125.936","132.71","149.819","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Turkiye","TUR","209.484","173.652","129.115","124.841","124.737","126.475","118.718","113.626","110.797","130.644","126.784","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Turkmenistan","TKM","284.337","281.694","235.824","240.435","236.782","233.73","232.364","235.944","233.645","233.615","225.5","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Turks and Caicos Islands","TCA","242.683","128.986","109.138","110.979","112.958","116.886","120.802","124.832","128.163","130.348","137.733","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Tuvalu","TUV","364.824","321.703","374.624","377.276","379.458","381.188","382.652","383.336","384.691","384.654","382.942","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Uganda","UGA","518.796","531.873","384.237","368.953","360.018","359.046","345.963","338.271","334.728","337.48","345.11","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Ukraine","UKR","285.581","377.775","292.069","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","United Arab Emirates","ARE","173.458","133.12","78.858","76.298","73.993","72.596","70.841","69.448","68.244","70.319","70.961","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","United Kingdom","GBR","129.27","108.445","85.193","83.909","84.586","85.682","84.624","87.147","85.272","94.281","#N/A","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","United States","USA","172.059","143.926","131.259","131.878","134.303","138.505","139.215","137.524","136.83","162.991","#N/A","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Uruguay","URY","193.747","179.027","151.98","150.023","147.774","145.642","144.34","144.882","148.377","137.903","172.016","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Uzbekistan","UZB","257.217","262.071","217.965","216.009","212.748","208.045","205.283","202.509","198.13","211.749","204.122","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Vanuatu","VUT","269.927","219.139","203.781","203.275","203.549","203.787","205.447","204.423","204.953","186.374","187.403","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Venezuela, RB","VEN","176.242","195.266","213.76","219.511","216.575","236.354","233.103","234.512","230.673","241.044","248.498","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Viet Nam","VNM","222.826","201.342","190.298","189.624","189.953","189.793","188.581","189.048","187.339","163.167","183.997","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Virgin Islands (U.S.)","VIR","210.423","201.22","195.721","196.57","187.008","186.824","190.865","190.63","191.042","191.273","195.151","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","West Bank and Gaza","PSE","206.704","188.48","129.616","174.357","126.21","126.479","122.408","130.484","118.03","128.515","142.072","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Yemen, Rep.","YEM","287.02","249.175","198.582","202.947","251.912","245.338","250.734","298.319","277.88","277.098","294.032","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Zambia","ZMB","454.94","586.168","369.481","357.175","349.496","339.031","335.96","329.797","321.702","333.068","368.647","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Zimbabwe","ZWE","396.182","733.171","465.986","435.075","419.827","409.21","405.925","391.373","400.483","412.647","456.323","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Africa Eastern and Southern","AFE","432.09811522325","439.202798386062","344.462258685983","336.276203328975","329.494915481097","322.218242208219","314.493881956363","309.165595497689","302.772369828326","311.485253619856","332.823488880823","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Africa Western and Central","AFW","391.91102131306","389.595966413774","343.312222862022","341.807849872483","339.664654474451","333.254416661094","332.079861529272","329.087406392542","326.635575564567","337.587341383032","346.620096688814","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Arab World","ARB","267.331563476825","210.58698450397","183.161085457514","179.043943477884","174.622171391281","175.331361201491","169.021950917385","164.950778008648","160.369004550362","170.001343958604","172.926666817231","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Caribbean small states","CSS","214.977459970851","231.217461749307","188.476217361086","191.419528960138","196.701818225794","200.909333500759","202.16231683916","205.113631091921","204.266623841091","205.286361006911","226.617844370167","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Central Europe and the Baltics","CEB","253.345493346708","225.913642127031","171.184277268442","166.176701991114","165.633223639652","160.934392169377","156.434198056921","155.727009693646","150.461342199675","#N/A","#N/A","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Early-demographic dividend","EAR","261.566462640104","241.069564062426","210.631579926295","205.513998183557","201.544171392909","198.458016468382","195.808727704116","193.631242544666","191.837901070337","205.53959509871","234.977177862962","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","East Asia & Pacific","EAS","196.841674967206","164.662061953183","139.722798534352","137.394896204416","136.019964166345","134.966301741476","135.695608657509","130.944922258815","129.006876435419","130.663848416694","136.450177177624","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","East Asia & Pacific (excluding high income)","EAP","204.73345670795","170.831996963894","146.191383279915","143.814019638662","142.492841425393","141.467428455035","142.531577036478","137.43514492659","135.385985883325","136.755337322756","142.416670422416","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","East Asia & Pacific (IDA & IBRD countries)","TEA","205.14896856704","169.639526332518","145.95677313539","143.605777441037","141.995806857069","140.947803906995","142.039410899483","136.876581183755","134.823880673691","136.21043475163","141.921984587699","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Euro area","EMU","154.963818872012","127.996921979036","92.6373869353217","89.3442756175638","89.5859156340072","86.619412051318","84.7707880314108","83.5876144596751","80.8865504840334","87.0726329764824","#N/A","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Europe & Central Asia","ECS","214.731756149051","224.483197760759","166.055399137292","156.05432659887","121.391001463042","118.710812856274","115.613903856608","114.08369439045","109.489024468729","#N/A","#N/A","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Europe & Central Asia (excluding high income)","ECA","280.65163609461","339.752903232571","247.699801967355","238.573290762305","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Europe & Central Asia (IDA & IBRD countries)","TEC","275.489382795154","321.397522372403","237.173491615976","227.403382632883","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","European Union","EUU","175.134787956461","147.723433850197","108.260318064413","104.561408191779","104.516734786443","101.177010687876","98.790342045322","97.5921734385034","94.3081077625226","97.0155397462072","#N/A","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Fragile and conflict affected situations","FCS","379.972826622177","361.764106969226","309.588699410597","308.77230156112","305.189146128857","303.921986562658","300.460234445991","296.288770651683","291.977238453285","301.565524810517","314.909152211059","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Heavily indebted poor countries (HIPC)","HPC","416.378751066738","385.077290995871","310.233284866314","304.480430872373","299.85145758711","293.802326361237","290.165692952257","287.017263425101","282.755877871337","294.900504546338","308.968219314337","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","High income","HIC","162.777866724044","135.735045838233","105.380788078664","103.457979186488","103.559477101455","103.043141104098","102.084689166413","101.152425764518","99.3505241926318","110.680073682089","#N/A","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","IBRD only","IBD","234.870737832026","215.308208018595","180.35365780382","175.323018825078","167.938230889093","166.229162462273","164.765977484801","161.47316665751","159.70438274443","170.291343875664","191.570083796275","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","IDA & IBRD total","IBT","254.187965690559","236.231756071697","202.40785564756","198.089179996355","192.401292314921","190.244708162379","188.746090101694","185.710423471007","183.878119390746","194.39361356741","213.64066198544","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","IDA blend","IDB","311.986863629696","331.851584700759","298.269773388144","298.115345693219","296.212624728539","293.286581147173","291.783898099314","290.290315627151","287.166474340477","297.004825474388","306.517404340367","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","IDA only","IDX","362.455813036046","323.59625882456","277.60023492526","272.366926812192","268.34916923097","262.54202176747","258.952163442245","254.37775451894","250.549515069977","257.977901286099","270.397132955881","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","IDA total","IDA","345.673389259495","326.36967568581","284.601188142644","281.076592285649","277.746486406514","272.859353412108","269.92023570384","266.334388962629","262.70147639989","270.895584810479","282.330822748132","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Late-demographic dividend","LTE","214.417889558844","191.551042900377","150.671087826833","148.0025169166","135.552988953885","133.848956811126","133.781881848979","129.019232109852","126.527284493298","129.158658638942","132.744907575775","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Latin America & Caribbean","LCN","236.759372946435","211.848377046797","178.339857408358","175.290987888609","175.523106250878","177.450334449483","174.885575952631","173.960475364444","171.612663995792","206.880446471622","226.052499026456","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Latin America & Caribbean (excluding high income)","LAC","242.228065427893","215.685059215882","178.982266602223","175.407978522416","175.939444640872","177.229915205193","174.726134307846","173.526819019812","171.260609781588","209.465280032621","229.59431964227","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Latin America & the Caribbean (IDA & IBRD countries)","TLA","239.038664994107","213.561548760581","179.483245499884","176.346060300323","176.602184518791","178.583899589213","175.912039992571","174.935161318156","172.504008135094","208.495680344698","227.408218459183","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Least developed countries: UN classification","LDC","381.026647998349","333.248869583499","279.714042505678","274.475695439967","271.174246471487","265.4848198079","261.392832883834","257.754232424497","254.861967294069","262.308586035677","276.852310455462","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Low & middle income","LMY","254.222959541348","236.903864547691","202.644106612756","198.322762691666","192.645348877126","190.430342655668","188.979108296431","185.898218070017","184.101942027674","194.425949509184","213.74128569098","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Low income","LIC","407.82087105952","368.635735014102","303.13802396231","299.772839819486","298.286063500009","293.225644665256","290.868445714216","288.854222463788","281.997003500855","290.819989916358","304.711143766286","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Lower middle income","LMC","277.364695722939","263.508740983142","227.19934884893","221.068476011042","216.6698108798","212.404675345192","209.577161574401","207.424583167058","206.44195899757","214.200879006324","245.48254587128","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Middle East & North Africa","MEA","238.948055161848","191.724191716903","162.899012934558","158.19934087305","154.512216531776","153.799325052073","149.988854409962","145.902606850048","143.150296675456","155.770451371245","156.340808617508","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Middle East & North Africa (excluding high income)","MNA","251.349888056934","201.622846624748","180.370237391824","175.088412442266","171.012982452274","170.663625032341","164.412719813916","159.354456510458","156.084967457656","169.100877927391","170.093428593333","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Middle East & North Africa (IDA & IBRD countries)","TMN","251.697171127197","201.7372796405","180.858797171022","175.095537747253","171.454378714807","171.103840264772","164.834613015822","159.647859623505","156.475978590977","169.523101615033","170.388869389262","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Middle income","MIC","244.830909967478","228.174202667649","194.588681709188","190.008654984004","183.616951295011","181.485008926106","179.934353734267","176.565494664103","175.012944335707","185.273603339606","204.915259754194","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","North America","NAC","167.442411314008","139.551921967212","126.093067566958","126.677559553963","128.854432087158","132.784041346363","133.708780168567","132.176710509705","131.160916865455","155.757065947197","#N/A","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Not classified","INX","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","OECD members","OED","170.121929942902","141.693588459295","114.131669479657","112.284460823068","112.857343414575","113.295593971783","112.985983596125","112.507880203603","110.975901317424","132.581061123929","#N/A","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Other small states","OSS","296.981701187479","347.660697668372","258.919368448066","250.525671621159","238.570120855548","227.822078124489","220.755716999378","219.211406681068","216.842794618128","229.055844231464","255.45129082186","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Pacific island small states","PSS","290.002925627578","263.811779038766","231.149992826125","230.149529032694","233.120427292738","225.934159787986","220.408996308411","218.145748779147","216.288802670652","212.539799782614","214.77601714338","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Post-demographic dividend","PST","163.267159977302","142.476071589814","110.997933126464","101.247441126917","101.434960933505","101.27565937015","100.37080285427","99.266205227284","96.3381514137783","111.356790052988","#N/A","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Pre-demographic dividend","PRE","422.788899593216","402.8176416147","336.442863533899","332.261803443743","327.879729721524","323.992382707964","319.952314852439","314.405335056165","310.416881614781","321.782580632271","334.51417120052","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Small states","SST","276.893250503169","315.684638281378","243.975486497023","238.348739861945","230.596040149916","222.874537489264","217.435152660495","216.658069180902","214.593906686071","223.85448372135","247.937456873597","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","South Asia","SAS","263.696448994577","243.977537282018","213.514368091398","207.858766001751","202.462961477101","197.912185449373","195.290178071043","193.45728111538","192.538585786093","200.990335785585","241.965432959131","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","South Asia (IDA & IBRD)","TSA","263.696448994577","243.977537282018","213.514368091398","207.858766001751","202.462961477101","197.912185449373","195.290178071043","193.45728111538","192.538585786093","200.990335785585","241.965432959131","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Sub-Saharan Africa","SSF","415.877704259403","418.910045577178","343.997562066102","338.509103276483","333.594205635556","326.665723571193","321.58615904314","317.199574788723","312.392785286967","322.004729469686","338.382966223501","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Sub-Saharan Africa (excluding high income)","SSA","415.896475946143","418.931161393498","344.017703790735","338.527981388345","333.612237133788","326.682547901585","321.602328615735","317.215161335608","312.407872882036","322.018720639513","338.395559938028","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Sub-Saharan Africa (IDA & IBRD countries)","TSS","415.877704259403","418.910045577178","343.997562066102","338.509103276483","333.594205635556","326.665723571193","321.58615904314","317.199574788723","312.392785286967","322.004729469686","338.382966223501","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","Upper middle income","UMC","219.481307349698","197.923413981688","162.972691332864","160.034181669951","149.58136013375","149.258218384931","148.626617346262","143.536716339342","140.830815923612","153.399982990053","159.644656350465","#N/A"
"Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","World","WLD","234.554798702015","217.392790147305","186.161600673567","182.332619127125","177.465118028284","175.751796102991","174.57957030685","171.986914064584","170.283676576264","182.403699690544","206.345016669394","#N/A"
,"","","","","","","","","","","","","","",""
,"","","","","","","","","","","","","","",""
,"","","","","","","","","","","","","","",""
Data from database: World Development Indicators,"","","","","","","","","","","","","","",""
Last Updated: 10/26/2023,"","","","","","","","","","","","","","",""
